cycle,type,ambient_temperature,capacity,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,temperature_mean,temperature_max,temperature_min,temperature_std,discharge_time,timestamp,SOH,capacity_rolling_mean_3,capacity_rolling_std_3,capacity_rolling_min_3,capacity_rolling_max_3,temp_rolling_mean_3,temp_rolling_max_3,capacity_rolling_mean_5,capacity_rolling_std_5,capacity_rolling_min_5,capacity_rolling_max_5,temp_rolling_mean_5,temp_rolling_max_5,capacity_rolling_mean_10,capacity_rolling_std_10,capacity_rolling_min_10,capacity_rolling_max_10,temp_rolling_mean_10,temp_rolling_max_10,capacity_diff,capacity_diff_pct,cumulative_fade,cumulative_fade_pct,capacity_diff_diff,capacity_ewma,voltage_range,voltage_variance,temp_increase,discharge_time_change,resistance_proxy,cycle_normalized,cycle_squared,cycle_sqrt,days_elapsed,capacity_skew,capacity_kurtosis,capacity_trend,capacity_increase,regeneration_count,capacity_change_variance
25,discharge,24.0,1.8142019357673917,2.64956413267546,4.189876247266316,3.559759220648976,0.22886185175957943,1.8730031464912946,0.5116979707844124,32.36407129853099,38.52197451768004,24.74037188089418,3.3635991447660745,3491.016,2008-04-02 09:00:00,0.9071009678836959,1.8211449189835929,0.006012800664258989,1.8142019357673917,1.8246195526864504,32.26598743663345,38.54143406601644,1.822793080101293,0.004826072156033826,1.8142019357673917,1.8257567905665537,32.310913000459244,38.54143406601644,1.8290030433514235,0.007298014494084615,1.8142019357673917,1.8356616600675495,32.400925104439956,38.8207012322275,-0.010417616919058625,-0.00570947346460271,0.04228548505076568,0.022777146010572152,-0.010423901108572942,1.8293289309506255,1.5403121145908556,1.5714912976250216e-05,14.521974517680043,-39.233999999999924,0.8223751759847023,0.0556792873051225,625,5.0,1.375,-0.6971440409713763,-0.5312840826988414,-0.0021638795305494903,0,2.0,2.4075482494478113e-05
27,discharge,24.0,1.8137521577549054,2.5724981777366227,4.189286794768804,3.558081969139198,0.23460775776275253,1.8826602424674959,0.4942824152307196,32.3181954403762,38.582485834057856,24.733107699311514,3.3739283176724415,3470.281,2008-04-02 12:00:00,0.9068760788774527,1.8175245487362492,0.006148567788939013,1.8137521577549054,1.8246195526864504,32.27978674745324,38.582485834057856,1.8203921535389633,0.005858676155583037,1.8137521577549054,1.8247738529891333,32.292459716315314,38.582485834057856,1.8268433397045734,0.008333478813188591,1.8137521577549054,1.8356616600675495,32.36845845472164,38.8207012322275,-0.00044977801248635707,-0.00024792058900324765,0.04273526306325204,0.023019419676120687,0.009967838906572268,1.8264967903695855,1.616788617032181,2.015229685516874e-05,14.582485834057856,-20.735000000000127,0.8587782977425876,0.060133630289532294,729,5.196152422706632,1.5,-0.39789431755397286,-1.0927629712721514,-0.002572669292833362,0,2.0,1.6991591273208346e-05
29,discharge,24.0,1.8134404914735822,2.5249886697730286,4.188837765892728,3.555692244172496,0.237911318298918,1.8825977111170087,0.49428703573729343,32.15709029211502,38.520294134873915,24.44798340505406,3.426023279669047,3470.0,2008-04-02 15:00:00,0.9067202457367911,1.8137981949986264,0.0003828040282258371,1.8134404914735822,1.8142019357673917,32.2797856770074,38.582485834057856,1.8181254812358532,0.0059315605858658365,1.8134404914735822,1.8246195526864504,32.25464960847832,38.582485834057856,1.8246611360937206,0.008731522155464288,1.8134404914735822,1.8356616600675495,32.332679837728264,38.8207012322275,-0.0003116662813231752,-0.0001718350988533235,0.04304692934457521,0.02318729923071838,0.00013811173116318187,1.8241229178430394,1.6638490961196997,1.9853599252434802e-05,14.520294134873915,-0.28099999999994907,0.8838044381388546,0.0645879732739421,841,5.385164807134504,1.625,-0.06591217407130186,-1.3294757694001023,-0.0027424545499605373,0,2.0,1.6893002072561783e-05
31,discharge,24.0,1.8025980036306504,2.694621861688723,4.189110301768517,3.562746818017503,0.22392608690207388,1.8818235264274379,0.49541451927035984,32.04407000314609,38.21358592965045,24.463097121123557,3.360458061989185,3450.297,2008-04-02 18:00:00,0.9012990018153252,1.8099302176197127,0.006351795451193936,1.8025980036306504,1.8137521577549054,32.17311857854577,38.582485834057856,1.813722428262596,0.007791188031097097,1.8025980036306504,1.8246195526864504,32.208104107524164,38.582485834057856,1.8214563856355812,0.010384524730250956,1.8025980036306504,1.8356616600675495,32.29885193649979,38.8207012322275,-0.010842487842931847,-0.005978959824659791,0.05388941718750706,0.02902762312483534,-0.010530821561608672,1.8202092970771504,1.494488440079794,2.571571643490719e-05,14.21358592965045,-19.702999999999975,0.794169923439682,0.06904231625835189,961,5.5677643628300215,1.75,-0.2562029367915461,-0.7344628047243247,-0.003280273330967205,0,2.0,2.3792413264100968e-05
33,discharge,24.0,1.80210690024615,2.64010141737067,4.18921207304098,3.5614521756489204,0.22796979172772144,1.892259778387913,0.4770160473926998,31.931593674911532,38.1983618706913,24.32051139249706,3.385244667118977,3429.407,2008-04-02 21:00:00,0.901053450123075,1.8060484651167943,0.006406390237738108,1.80210690024615,1.8134404914735822,32.04425132339088,38.520294134873915,1.8092198977745357,0.0062773344294366875,1.80210690024615,1.8142019357673917,32.16300414181596,38.582485834057856,1.8181009096534413,0.01070080867837091,1.80210690024615,1.8351461429226603,32.248593085760305,38.8207012322275,-0.0004911033845003132,-0.00027244198845843837,0.054380520572007374,0.029292156769929408,0.010351384458431534,1.8169179521987866,1.5491106556703098,7.729755947895678e-06,14.1983618706913,-20.889999999999873,0.818656008391219,0.07349665924276169,1089,5.744562646538029,1.875,-0.17288630367050578,-0.9502425467984148,-0.003388681511289786,0,1.0,2.260582240444172e-05
35,discharge,24.0,1.802579500826209,2.5739035098380962,4.188899969428112,3.5603420474985823,0.23297600498562532,1.9027782137498737,0.4571130109358775,31.941655359029298,38.31926916027133,24.357321702352365,3.4008083552683144,3409.484,2008-04-03 00:00:00,0.9012897504131046,1.8024281349010032,0.0002783511560746017,1.80210690024615,1.8025980036306504,31.97243967902897,38.31926916027133,1.8068954107862996,0.006121227010017054,1.80210690024615,1.8137521577549054,32.07852095391563,38.582485834057856,1.8148442454437963,0.009859464118726435,1.80210690024615,1.8257567905665537,32.19471697718744,38.582485834057856,0.00047260058005904604,0.00026224891541914985,0.05390791999194833,0.02903758969085339,0.0009637039645593592,1.814310961040136,1.614996459590016,7.85968724615184e-06,14.319269160271332,-19.92300000000023,0.8487566229017637,0.0779510022271715,1225,5.916079783099616,2.0,-0.19642646610052977,-1.516015125138164,-0.0030989549263423554,1,2.0,2.3327063104990924e-05
37,discharge,24.0,1.8030683142834096,2.4942396831720126,4.188779799856791,3.5591189041401865,0.23873643876806222,1.9133470605822436,0.4358942318853322,31.965008645476725,38.4787542519308,24.382419922756025,3.414795247499799,3390.422,2008-04-03 03:00:00,0.9015341571417048,1.8025849051185896,0.00048072980204893004,1.80210690024615,1.8030683142834096,31.946085893139184,38.4787542519308,1.804758642092,0.004865194415922833,1.80210690024615,1.8134404914735822,32.007883594935734,38.520294134873915,1.812575397815482,0.009678116853149735,1.80210690024615,1.8247738529891333,32.15017165562552,38.582485834057856,0.000488813457200532,0.00027117442363921995,0.053419106534747796,0.0287742895188624,1.6212877141486004e-05,1.8122668434480038,1.6945401166847782,7.254994579222663e-06,14.478754251930802,-19.061999999999898,0.8856413276783103,0.08240534521158129,1369,6.082762530298219,2.125,0.16986759020873643,-1.5327804703191765,-0.00301377543599789,1,3.0,1.9622721223609964e-05
39,discharge,24.0,1.8027776247196041,2.4556793246645583,4.189272591516219,3.557886771846508,0.24145031412156678,1.9132081421080984,0.43619046586394566,31.966241678512723,38.54659017774874,24.355030419469987,3.433369080629228,3390.281,2008-04-03 06:00:00,0.9013888123598021,1.8028084799430744,0.000245863138010692,1.802579500826209,1.8030683142834096,31.957635227672913,38.54659017774874,1.8026260687412048,0.0003503721170218291,1.80210690024615,1.8030683142834096,31.969713872215276,38.54659017774874,1.810375774988529,0.009078693956580234,1.80210690024615,1.8246195526864504,32.1121817403468,38.582485834057856,-0.0002906895638055129,-0.00016121938448077078,0.05370979609855331,0.028930869930098045,-0.000779503021006045,1.810541530951931,1.7335932668516607,3.633604045324819e-06,14.54659017774874,-0.1410000000000764,0.9061180132881211,0.08685968819599109,1521,6.244997998398398,2.25,0.55729181901137,-1.1664004694004508,-0.0027349690781356966,0,3.0,1.986845721671619e-05
42,discharge,24.0,1.8470259949329193,2.632142800798914,4.187614060563439,3.5520375235511907,0.23416563071224794,1.8554552597994574,0.5400579358950733,32.37143341978575,38.44749852224995,24.549424447285215,3.358265608227543,3591.734,2008-04-03 09:00:00,0.9235129974664597,1.8176239779786443,0.025463308422910426,1.8027776247196041,1.8470259949329193,32.1008945812584,38.54659017774874,1.8115116670016582,0.019856198140819445,1.80210690024615,1.8470259949329193,32.035186555543206,38.54659017774874,1.8126170476321275,0.014267692819622712,1.80210690024615,1.8470259949329193,32.121645331533685,38.582485834057856,0.04424837021331518,0.024544552587398183,0.009461425885238128,0.005096412601098293,0.04453905977712069,1.817175069857565,1.5554712597645248,1.3519585084522844e-05,14.447498522249951,201.45299999999997,0.8383227853253972,0.0935412026726058,1764,6.48074069840786,2.375,1.5111085692649049,1.3873999536957013,0.0002133000618158494,1,4.0,0.00023720655214277896
46,discharge,24.0,1.847417311283644,2.5027764692056795,4.1876287811083985,3.5525668436897124,0.2441722414090925,1.8747434663359825,0.5078881766945342,32.70024990461686,38.992275791716615,24.917503693363493,3.4144547200965945,3552.297,2008-04-03 12:00:00,0.923708655641822,1.8324069769787226,0.025660517699235993,1.8027776247196041,1.847417311283644,32.34597500097178,38.992275791716615,1.8205737492091572,0.024327111431135695,1.802579500826209,1.847417311283644,32.18891780148427,38.992275791716615,1.8148968234918463,0.017786161813444966,1.80210690024615,1.847417311283644,32.17596097165012,38.992275791716615,0.00039131635072475746,0.00021186293630859332,0.009070109534513371,0.0048856294057280265,-0.04385705386259042,1.822673659207761,1.684852311902719,1.4716624433496395e-05,14.992275791716615,-39.4369999999999,0.8987103800848174,0.10244988864142539,2116,6.782329983125268,2.5,1.2135163460631808,-0.16523330535722458,0.0029116632646110432,1,4.0,0.00023703014546712755
50,discharge,24.0,1.8361774213478947,2.617507742871704,4.187447226312926,3.556794038327039,0.23311973567394634,1.8738792670691689,0.5090210348494151,32.32266411829938,38.51424197364312,24.56596639952811,3.395181230789341,3531.578,2008-04-03 15:00:00,0.9180887106739474,1.8435402425214862,0.0063793913383113,1.8361774213478947,1.847417311283644,32.464782480900666,38.992275791716615,1.8272933333134944,0.02269995021471006,1.8027776247196041,1.847417311283644,32.26511955333829,38.992275791716615,1.8170943720498969,0.01900648061407172,1.80210690024615,1.847417311283644,32.17182025362696,38.992275791716615,-0.011239889935749314,-0.0060841098906556645,0.020309999470262685,0.010940014590194223,-0.011631206286474072,1.8251288886877852,1.5699394834412224,1.022408965566165e-05,14.514241973643117,-20.71900000000005,0.837801385195585,0.111358574610245,2500,7.0710678118654755,2.625,0.7914222027831816,-1.107243347759246,0.004026097299371211,0,4.0,0.0002394179195283725
54,discharge,24.0,1.8257807475776242,2.694074478000972,4.187344026387161,3.5614100044534203,0.22484633144049296,1.883276367037806,0.49304941109665107,31.98795810666763,38.165816144899125,24.21658146702539,3.404274898198559,3492.907,2008-04-03 18:00:00,0.9128903737888121,1.8364584934030541,0.010821019978557164,1.8257807475776242,1.847417311283644,32.336957376527955,38.992275791716615,1.8318358199723375,0.01852981652885984,1.8027776247196041,1.847417311283644,32.269709445576474,38.992275791716615,1.8182972310321688,0.019151532500619243,1.80210690024615,1.847417311283644,32.1387965202561,38.992275791716615,-0.010396673770270537,-0.005662129187188558,0.030706673240533222,0.016540200001463373,0.0008432161654787773,1.8252474084859376,1.493269548386189,1.5212419835991799e-05,14.165816144899125,-38.67099999999982,0.7929100484730736,0.12026726057906459,2916,7.3484692283495345,2.75,0.5862213024995971,-1.3403878286785793,0.004277085314550851,0,4.0,0.0002551637000353151
58,discharge,24.0,1.8251136435078368,2.6237674644021887,4.187438187636325,3.5566107947817986,0.23067449635182954,1.8733320556361162,0.51045002675325,31.894456524691385,38.16526203587147,24.054990657817566,3.436465900023053,3511.594,2008-04-03 21:00:00,0.9125568217539184,1.8290239374777852,0.00620407169284414,1.8251136435078368,1.8361774213478947,32.06835958321946,38.51424197364312,1.8363030237299838,0.010890888397935033,1.8251136435078368,1.847417311283644,32.2553524148122,38.992275791716615,1.8194645462355943,0.01917834451828267,1.80210690024615,1.847417311283644,32.112533143513744,38.992275791716615,-0.0006671040697874275,-0.00036538016444331856,0.03137377731032065,0.01689953670491027,0.00972956970048311,1.8252230875808282,1.5636707232341367,1.4423008140603557e-05,14.165262035871471,18.686999999999898,0.8346997980576234,0.1291759465478842,3364,7.615773105863909,2.875,0.3981864892733229,-1.4750903615652085,0.004325106994166366,0,4.0,0.0002552959601952987
62,discharge,24.0,1.8255815042203762,2.5010798299873738,4.18774138117799,3.5586742170266272,0.23845858592777874,1.9139789784762269,0.4336815885962881,31.78039681801023,38.27549578575718,24.024851602995685,3.4449494445307676,3431.9370000000054,2008-04-04 00:00:00,0.9127907521101881,1.8254919651019457,0.00034244693065067967,1.8251136435078368,1.8257807475776242,31.887603816456416,38.27549578575718,1.8320141255874751,0.009778054934097818,1.8251136435078368,1.847417311283644,32.1371450944571,38.992275791716615,1.8217628962945667,0.018289015743411772,1.80210690024615,1.847417311283644,32.08616582500015,38.992275791716615,0.0004678607125394585,0.0002563460714919419,0.03090591659778119,0.01664752276326273,0.001134964782326886,1.8252882542425641,1.6866615511906167,1.0468733370134086e-05,14.27549578575718,-79.6569999999947,0.8812325991693054,0.13808463251670378,3844,7.874007874011811,3.0,0.15566697237234364,-1.431973225580341,0.0035343230742188687,1,5.0,0.0002379027900761767
66,discharge,24.0,1.8140311275083907,2.6849988185249796,4.188261122540052,3.564103182686905,0.22371289710668404,1.9031048926498,0.45609178373993275,31.688747146342205,37.982160799183106,23.93622764909489,3.4231952488727075,3431.125,2008-04-04 03:00:00,0.9070155637541953,1.821575425078868,0.006537739883595396,1.8140311275083907,1.8255815042203762,31.787866829681274,38.27549578575718,1.8253368888324246,0.007836518201402205,1.8140311275083907,1.8361774213478947,31.934844542802164,38.51424197364312,1.822955319020791,0.01722271181412697,1.802579500826209,1.847417311283644,32.06188117214322,38.992275791716615,-0.011550376711985555,-0.006326957566826441,0.042456293309766746,0.022869152159973257,-0.012018237424525013,1.8232415039272598,1.503262304015072,1.029683980140551e-05,13.982160799183106,-0.8120000000053551,0.7898994532153945,0.14699331848552338,4356,8.12403840463596,3.125,0.13058734999425034,-1.2806221702321532,0.0018021904947753823,0,5.0,0.00025698894896619305
70,discharge,24.0,1.8147691941158939,2.547109116468133,4.187338767288234,3.559588063594272,0.23399060506233524,1.913471143750189,0.434873129767018,31.596747992569153,38.11100191887773,23.811534187517502,3.461139819499428,3412.406,2008-04-04 06:00:00,0.9073845970579469,1.8181272752815536,0.006466090966233433,1.8140311275083907,1.8255815042203762,31.688630652307197,38.27549578575718,1.8210552433860243,0.0060856523447172396,1.8140311275083907,1.8257807475776242,31.789661317656122,38.27549578575718,1.8241742883497594,0.016008942055761175,1.8027776247196041,1.847417311283644,32.0273904354972,38.992275791716615,0.0007380666075031961,0.0004068654590931864,0.04171822670226355,0.022471591368972622,0.012288443319488751,1.8217010839615568,1.640229650820101,8.05212126906978e-06,14.111001918877733,-18.71900000000005,0.857200694652098,0.155902004454343,4900,8.366600265340756,3.25,0.14712370082190404,-1.098296071368005,-2.713288766934253e-06,1,5.0,0.0002569535321150083
74,discharge,24.0,1.813969388710352,2.471314764334132,4.187560306288175,3.556833231052199,0.23947202414141244,1.913620909902553,0.43491395027052004,31.565586498787077,38.18831137948753,23.754765330883426,3.480274215150429,3410.688,2008-04-04 09:00:00,0.906984694355176,1.8142565701115456,0.0004450173560870675,1.813969388710352,1.8147691941158939,31.617027212566146,38.18831137948753,1.81869297161257,0.006085186209243418,1.813969388710352,1.8255815042203762,31.70518699608001,38.27549578575718,1.8252643957924537,0.014732317177240108,1.8027776247196041,1.847417311283644,31.98744822082824,38.992275791716615,-0.0007998054055418091,-0.0004407201798085625,0.04251803210780536,0.022902407864992473,-0.0015378720130450052,1.8202953211886104,1.7162455419540428,9.19164039656671e-06,14.18831137948753,-1.7179999999998472,0.89685717595146,0.16481069042316257,5476,8.602325267042627,3.375,0.25976980049711584,-0.9576116639542929,-0.0019664091159457804,0,4.0,0.0002573286732232614
