cycle,type,ambient_temperature,capacity,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,temperature_mean,temperature_max,temperature_min,temperature_std,discharge_time,timestamp,SOH,capacity_rolling_mean_3,capacity_rolling_std_3,capacity_rolling_min_3,capacity_rolling_max_3,temp_rolling_mean_3,temp_rolling_max_3,capacity_rolling_mean_5,capacity_rolling_std_5,capacity_rolling_min_5,capacity_rolling_max_5,temp_rolling_mean_5,temp_rolling_max_5,capacity_rolling_mean_10,capacity_rolling_std_10,capacity_rolling_min_10,capacity_rolling_max_10,temp_rolling_mean_10,temp_rolling_max_10,capacity_diff,capacity_diff_pct,cumulative_fade,cumulative_fade_pct,capacity_diff_diff,capacity_ewma,voltage_range,voltage_variance,temp_increase,discharge_time_change,resistance_proxy,cycle_normalized,cycle_squared,cycle_sqrt,days_elapsed,capacity_skew,capacity_kurtosis,capacity_trend,capacity_increase,regeneration_count,capacity_change_variance
22,discharge,24.0,1.8700442394188577,1.7896213776724978,4.198832114024662,3.5484272148956437,0.28889633724718083,1.926771167846017,0.3483926910622938,32.183319483399806,40.1213838436794,24.062655752137022,3.687673913430504,3530.25,2008-04-02 06:00:00,0.9350221197094288,1.8699291355322138,0.0002064559786965369,1.8696907870385844,1.870052380139199,32.287302896912074,40.1213838436794,1.8742462942714258,0.00593942843630841,1.8696907870385844,1.8815088124038797,32.37469054213553,40.1213838436794,1.8773453296268716,0.005146642922113222,1.8696907870385844,1.8815088124038797,32.48056511626356,40.29314715799111,-8.140720341387464e-06,-4.353204449136783e-06,0.021008055971932338,0.01110918826683795,-0.0003697338209560641,1.877180394147277,2.409210736352164,1.3238140409833077e-05,16.121383843679403,-21.0,1.2503869303060757,0.035830618892508145,484,4.69041575982343,1.25,-0.8390046364696694,-1.2454023488386061,-0.0013309029436266598,0,5.0,2.3390890044097334e-05
25,discharge,24.0,1.8596518987766364,1.910336108594535,4.198945227315025,3.5560433603714667,0.27604177175304995,1.936979366983281,0.3204322222158979,32.378853181816005,40.174657039770814,24.334878490739897,3.63791535075196,3491.016,2008-04-02 09:00:00,0.9298259493883182,1.8665828394448976,0.006002372070943899,1.8596518987766364,1.870052380139199,32.289171809189064,40.174657039770814,1.8701896235554316,0.007737190864155015,1.8596518987766364,1.8815088124038797,32.338901245792655,40.174657039770814,1.8752468167358494,0.0074279955117686584,1.8596518987766364,1.8815088124038797,32.44462947511645,40.29314715799111,-0.010392340642221276,-0.00555726994215433,0.031400396614153614,0.016604721450955248,-0.010384199921879889,1.8739933949889787,2.2886091187204896,1.0437104770641051e-05,16.174657039770814,-39.233999999999924,1.181534494479594,0.04071661237785016,625,5.0,1.375,-0.9523855276920806,-0.3003620575117183,-0.0020765526344888904,0,5.0,2.334858123448985e-05
27,discharge,24.0,1.8590746560862206,1.9086884059809102,4.1990513028067955,3.5604849642800684,0.2717170193494012,1.9470891822561436,0.2882487625048244,32.2913249500013,40.016434730174936,24.352069874766624,3.582678179632668,3470.281,2008-04-02 12:00:00,0.9295373280431103,1.8629235980939047,0.006173406834145631,1.8590746560862206,1.8700442394188577,32.28449920507237,40.174657039770814,1.8657027922918996,0.005792596170785629,1.8590746560862206,1.870052380139199,32.30641736451071,40.174657039770814,1.8730880151743576,0.008706186237121804,1.8590746560862206,1.8815088124038797,32.40525051356566,40.29314715799111,-0.0005772426904158134,-0.00031040362489109796,0.03197763930456943,0.016909970910117627,0.009815097951805463,1.8712808970066588,2.2903628968258856,2.918304693546533e-05,16.016434730174936,-20.735000000000127,1.1763003674395724,0.043973941368078175,729,5.196152422706632,1.5,-0.5683814979132351,-1.1269640366350457,-0.002597613490418987,0,4.0,2.3100344926383258e-05
29,discharge,24.0,1.8590084577709232,1.7868782934275431,4.198107645780677,3.5562872542469752,0.2826191895837473,1.946961601670498,0.2883646179237529,32.14782797344657,40.16569230743226,24.125190486792466,3.622670216832461,3470.0,2008-04-02 15:00:00,0.9295042288854616,1.85924500421126,0.00035393211882333317,1.8590084577709232,1.8596518987766364,32.27266870175462,40.174657039770814,1.8635663264383673,0.005922505011686526,1.8590084577709232,1.870052380139199,32.26133367020301,40.174657039770814,1.8709117708531153,0.00927377376155353,1.8590084577709232,1.8815088124038797,32.36455846095305,40.268872630219796,-6.61983152974166e-05,-3.560820706183243e-05,0.032043837619866844,0.016944976983433932,0.0005110443751183968,1.869049544418343,2.411229352353134,2.9210253881147465e-05,16.16569230743226,-0.28099999999994907,1.2384569432840127,0.04723127035830619,841,5.385164807134504,1.625,-0.1895146761294235,-1.5057278038658801,-0.00285339696152236,0,3.0,2.301551348205332e-05
31,discharge,24.0,1.8593622586957048,2.1361343961784502,4.19925638222589,3.5647746218187324,0.2549992595793087,1.946851050742258,0.28894202027233323,32.01380948237792,39.46139677634257,24.072501109913752,3.570709862627515,3450.297,2008-04-02 18:00:00,0.9296811293478524,1.859148457517616,0.00018809242953724082,1.8590084577709232,1.8593622586957048,32.1509874686086,40.16569230743226,1.8614283021496685,0.004823220296993088,1.8590084577709232,1.8700442394188577,32.203027014208324,40.174657039770814,1.8689029094398353,0.009393529952843368,1.8590084577709232,1.8815088124038797,32.319151563887544,40.174657039770814,0.00035380092478165537,0.00019031700652183403,0.03169003669508519,0.01675788489420721,0.00041999924007907197,1.8672882197414997,2.06312198604744,3.68246259711346e-05,15.461396776342568,-19.702999999999975,1.0597220190722005,0.050488599348534204,961,5.5677643628300215,1.75,0.19969669514571745,-1.510066630921651,-0.002914096886900563,1,4.0,2.3614163753668728e-05
33,discharge,24.0,1.8587355450601035,2.0133501283179167,4.199087384946408,3.565438928797127,0.2598113371383103,1.957412809315224,0.25171076392728675,31.881310103471357,39.5636595172155,23.938131916668528,3.5607713646101002,3429.407,2008-04-02 21:00:00,0.9293677725300518,1.8590354205089106,0.0003142256151081879,1.8587355450601035,1.8593622586957048,32.014315853098616,40.16569230743226,1.8591665632779175,0.0003510940864513057,1.8587355450601035,1.8596518987766364,32.14262513822263,40.174657039770814,1.866706428774672,0.008882542340779046,1.8587355450601035,1.8815088124038797,32.25865784017908,40.174657039770814,-0.0006267136356012948,-0.00033705838260955634,0.03231675033068648,0.017089294891238404,-0.0009805145603829502,1.8657331879812458,2.185737256628491,2.0054625844677014e-05,15.563659517215498,-20.889999999999873,1.1166454667003411,0.05374592833876222,1089,5.744562646538029,1.875,0.5858078169992982,-1.1102043344159744,-0.0026821842470619193,0,3.0,2.26076683264106e-05
35,discharge,24.0,1.847817291322145,1.8575547668336483,4.199009971925293,3.565961679108638,0.26669381029351313,1.9680136940585706,0.20658857155432495,31.854304304240515,39.628948319501816,23.932016714666645,3.552969052142723,3409.484,2008-04-03 00:00:00,0.9239086456610724,1.855305031692651,0.006492140200838441,1.847817291322145,1.8593622586957048,31.916474630029928,39.628948319501816,1.8567996417870194,0.005026228827101826,1.847817291322145,1.8593622586957048,32.03771536270753,40.16569230743226,1.8634946326712256,0.009361489815900629,1.847817291322145,1.8815088124038797,32.1883083042501,40.174657039770814,-0.010918253737958628,-0.005874022136702406,0.04323500406864511,0.022862934131449023,-0.010291540102357333,1.8624757522250455,2.341455205091645,1.7103241475170906e-05,15.628948319501816,-19.92300000000023,1.1897549404282854,0.057003257328990226,1225,5.916079783099616,2.0,0.3400146919537617,-0.224152286693299,-0.002830579263252599,0,3.0,2.9686759291574615e-05
37,discharge,24.0,1.8485252916137047,2.1657556124208934,4.1985172274243965,3.572496559005355,0.2443446202400194,1.9680547468944674,0.20727562782238032,31.856555404576753,39.225347214914876,23.976819790445433,3.5240064913765976,3390.422,2008-04-03 03:00:00,0.9242626458068524,1.8516927093319844,0.006109539051611493,1.847817291322145,1.8587355450601035,31.86405660409621,39.628948319501816,1.8546897688925164,0.00595993430047316,1.847817291322145,1.8593622586957048,31.950761453622626,40.16569230743226,1.860196280592208,0.008024384088813882,1.847817291322145,1.870052380139199,32.12858940906666,40.174657039770814,0.0007080002915598183,0.0003831549227755193,0.04252700377708529,0.022488539254435055,0.011626254029518446,1.8599393048411652,2.032761615003503,3.3319570125871525e-05,15.225347214914876,-19.061999999999898,1.0328780666966064,0.06026058631921824,1369,6.082762530298219,2.125,-0.16438562142824353,-0.9450539883824227,-0.0024461434599706206,1,3.0,2.8841231616020522e-05
39,discharge,24.0,1.848378951850034,2.0270686341513207,4.198245740608724,3.5699492020415136,0.25329366708168694,1.9680218912213907,0.20716884485636725,31.867182607083926,39.4126321606434,23.980775695020398,3.5311983271559155,3390.281,2008-04-03 06:00:00,0.924189475925017,1.8482405115952947,0.00037375176429159157,1.847817291322145,1.8485252916137047,31.859347438633733,39.628948319501816,1.8525638677083385,0.005930036390162281,1.847817291322145,1.8593622586957048,31.894632380350096,39.628948319501816,1.858065097073353,0.008052610577896115,1.847817291322145,1.870052380139199,32.07798302527655,40.174657039770814,-0.0001463397636707331,-7.916568106192123e-05,0.042673343540756026,0.02256592461497078,-0.0008543400552305513,1.8578374224791412,2.171177106457403,1.1188750092789793e-05,15.412632160643398,-0.1410000000000764,1.1032275671905072,0.06351791530944625,1521,6.244997998398398,2.25,0.1338389997743595,-0.9633800829880785,-0.002457757931300513,0,3.0,2.036651208856107e-05
42,discharge,24.0,1.8807805437609766,1.905311669649934,4.196262462698172,3.5464338449590023,0.2870418502164071,1.9066656790606797,0.3970264906393026,32.35216872128999,39.95874037686836,24.35868522365832,3.6200786747538674,3591.734,2008-04-03 09:00:00,0.9403902718804883,1.8592282624082384,0.018664966580797797,1.848378951850034,1.8807805437609766,32.02530224431689,39.95874037686836,1.8568475247213925,0.014132192211132275,1.847817291322145,1.8807805437609766,31.962304228132506,39.95874037686836,1.8591379134355308,0.010243632426055357,1.847817291322145,1.8807805437609766,32.08266562117042,40.174657039770814,0.032401591910942606,0.01752973429962079,0.01027175162981342,0.005431764978075733,0.03254793167461334,1.8620088990758383,2.2909507930482382,0.00010551432995692857,15.958740376868363,201.45299999999997,1.2015476109211056,0.06840390879478828,1764,6.48074069840786,2.375,0.8219374605917177,0.0952857531084832,-0.0004195813621312232,1,3.0,0.0001407712333367477
46,discharge,24.0,1.8814721597443598,1.7951975189442124,4.1969587758867,3.5531968089006387,0.28839720112764217,1.9267198323744987,0.34743557997528324,32.60219299451182,40.31302300333008,24.65025766803762,3.609319632122495,3552.297,2008-04-03 12:00:00,0.9407360798721799,1.8702105517851235,0.018909882336002857,1.848378951850034,1.8814721597443598,32.273848107628574,40.31302300333008,1.861394847658244,0.018015914676504857,1.847817291322145,1.8814721597443598,32.1064808063406,40.31302300333008,1.860280705468081,0.012070160281332233,1.847817291322145,1.8814721597443598,32.12455297228162,40.31302300333008,0.000691615983383187,0.0003677281677958444,0.009580135646430232,0.005066034223263231,-0.03170997592755942,1.865547673742842,2.4017612569424878,0.0001270235016707556,16.31302300333008,-39.4369999999999,1.2465538424591316,0.0749185667752443,2116,6.782329983125268,2.5,0.8576266373973487,-0.4315567049359559,0.0015257386536024244,1,4.0,0.00014065210884453702
50,discharge,24.0,1.8810954313244785,2.1058524852518143,4.197071720130598,3.5599340214678805,0.262396085205122,1.9261058568907057,0.3484920989459363,32.19571819720114,39.359447242364645,24.306273974736932,3.5383074860799546,3531.578,2008-04-03 15:00:00,0.9405477156622393,1.8811160449432716,0.0003462684768914918,1.8807805437609766,1.8814721597443598,32.383359971000985,40.31302300333008,1.8680504756587104,0.01789251775779304,1.848378951850034,1.8814721597443598,32.17476358493273,40.31302300333008,1.8624250587228652,0.01373589712623344,1.847817291322145,1.8814721597443598,32.10623947382013,40.31302300333008,-0.00037672841988123373,-0.00020023066402030665,0.009956864066311466,0.005265250511887012,-0.0010683444032644207,1.8683745387576849,2.0912192348787837,0.00012116764056288559,15.359447242364645,-20.71900000000005,1.085723373756437,0.08143322475570032,2500,7.0710678118654755,2.625,0.4913528098754707,-1.3042306277337516,0.002619166890582322,0,4.0,0.0001250097097069757
54,discharge,24.0,1.8710089649779995,1.846021007590992,4.19690260801443,3.5595604968237993,0.2755055664428783,1.9468405917249594,0.28754259789672953,31.805988160181123,39.454159451189874,23.946713982155597,3.5365956799637424,3492.907,2008-04-03 18:00:00,0.9355044824889998,1.8778588520156128,0.005935165995710814,1.8710089649779995,1.8814721597443598,32.20129978396469,40.31302300333008,1.8725472103315695,0.014203745107561073,1.848378951850034,1.8814721597443598,32.164650136053595,40.31302300333008,1.863618489612043,0.013929542166278123,1.847817291322145,1.8814721597443598,32.057705794838114,40.31302300333008,-0.010086466346479028,-0.005362017353567783,0.020043330412790494,0.01059903550083923,-0.009709737926597795,1.8688535253431966,2.3508816004234374,7.640856233664894e-05,15.454159451189874,-38.67099999999982,1.2075361500472603,0.08794788273615635,2916,7.3484692283495345,2.75,0.22851365307219682,-1.5107402803832817,0.002864019783267975,0,4.0,0.00013980341305982154
58,discharge,24.0,1.8701995151941375,1.7370300333706354,4.1966416719103465,3.552385161941813,0.28817671720490146,1.9364196896718646,0.31982012695944373,31.737001978644926,39.641748274009444,23.7951049382806,3.6015349556344587,3511.594,2008-04-03 21:00:00,0.9350997575970688,1.8741013038322052,0.006070598551361243,1.8701995151941375,1.8810954313244785,31.912902778675726,39.641748274009444,1.8769113230003902,0.005769858269910669,1.8701995151941375,1.8814721597443598,32.1386140103658,40.31302300333008,1.8647375953543643,0.013967513228799354,1.847817291322145,1.8814721597443598,32.01662319535795,40.31302300333008,-0.000809449783861993,-0.0004326274213611869,0.020852780196652487,0.011027077488802717,0.009277016562617035,1.8690982507706404,2.459611638539711,3.1543758473714315e-05,15.641748274009444,18.686999999999898,1.2701845480469969,0.09446254071661238,3364,7.615773105863909,2.875,-0.01085379496530889,-1.561430609194736,0.00291564935894395,0,4.0,0.00014006670450239012
62,discharge,24.0,1.8706715362800985,2.0506492642329937,4.1971302559922,3.5707670304281067,0.2505087558173121,1.9675984733558025,0.20616966472270115,31.51707667966367,38.86906912217273,23.718457017715572,3.467097459094623,3431.9370000000054,2008-04-04 00:00:00,0.9353357681400493,1.8706266721507452,0.0004065855761531388,1.8701995151941375,1.8710089649779995,31.686688939496573,39.641748274009444,1.8748895215042147,0.005845740337851342,1.8701995151941375,1.8814721597443598,31.971595602040537,40.31302300333008,1.865868523112804,0.01394174493677274,1.847817291322145,1.8814721597443598,31.966949915086524,40.31302300333008,0.0004720210859610052,0.00025239076479599554,0.020380759110691482,0.010777469856527555,0.0012814708698229982,1.869384302681451,2.1464809917592067,5.42350905773152e-05,14.869069122172732,-79.6569999999947,1.090913583188918,0.10097719869706841,3844,7.874007874011811,3.0,-0.25231385160244924,-1.5070658932932945,0.002880963086739986,1,4.0,0.0001400479966677342
66,discharge,24.0,1.8596124644020169,1.8254369744762284,4.19652461108806,3.5657224847439295,0.26724293226716145,1.9680130544442065,0.20601669067896197,31.442860781038384,39.11839966443177,23.64183560576637,3.4910890369414163,3431.125,2008-04-04 03:00:00,0.9298062322010084,1.8668278386254176,0.006253152793926792,1.8596124644020169,1.8706715362800985,31.565646479782327,39.641748274009444,1.870517582435746,0.007602282746016906,1.8596124644020169,1.8810954313244785,31.73972915934585,39.641748274009444,1.8659562150469948,0.01389457233309924,1.847817291322145,1.8814721597443598,31.923104982843228,40.31302300333008,-0.011059071878081639,-0.00591181918557071,0.03143983098877312,0.016625574589028493,-0.011531092964042644,1.8676076048124628,2.371087636611832,4.8212591099504506e-05,15.11839966443177,-0.8120000000053551,1.2048123494125447,0.10749185667752444,4356,8.12403840463596,3.125,-0.2696954646857603,-1.4832777799264536,0.0020641916505170733,0,4.0,0.0001550061497808889
70,discharge,24.0,1.860033909718346,2.134879000684994,4.196790308710931,3.5712835067487094,0.24546299726358747,1.9675631762844843,0.2067971048262254,31.32326275303232,38.68010761281634,23.519892775337357,3.477481789559444,3412.406,2008-04-04 06:00:00,0.930016954859173,1.8634393034668204,0.006266841121152184,1.8596124644020169,1.8706715362800985,31.427733404578124,39.11839966443177,1.8663052781145197,0.005926166127041262,1.8596124644020169,1.8710089649779995,31.565238070512088,39.641748274009444,1.8671778768866152,0.0125992099967662,1.848378951850034,1.8814721597443598,31.8700008277224,40.31302300333008,0.00042144531632914983,0.000226630722474086,0.03101838567244397,0.016402711732535116,0.011480517194410789,1.866230569340805,2.0619113080259366,6.410173713113508e-05,14.680107612816343,-18.71900000000005,1.0479512347696918,0.11400651465798045,4900,8.366600265340756,3.25,-0.33208759200123833,-1.2079384580878407,0.0005318952327522914,1,5.0,0.0001401307801939545
74,discharge,24.0,1.8591653109160768,1.970455493406623,4.196693048697735,3.5679716274891398,0.256383090128758,1.967618505240168,0.20657115133389814,31.28571570579735,38.863045678198645,23.467259682273063,3.496093238915817,3410.688,2008-04-04 09:00:00,0.9295826554580384,1.8596038950121467,0.0004343628041918152,1.8591653109160768,1.860033909718346,31.35061307995602,39.11839966443177,1.863936547302135,0.00594301718487019,1.8591653109160768,1.8706715362800985,31.461183579635332,39.641748274009444,1.8682418788168522,0.011223101709703132,1.848378951850034,1.8814721597443598,31.812916857844463,40.31302300333008,-0.0008685988022691937,-0.0004669800898419174,0.031886984474713165,0.016862032082578474,-0.0012900441185983436,1.8649459768999452,2.2262375552911124,5.981716164348098e-05,14.863045678198645,-1.7179999999998472,1.1314370229417794,0.12052117263843648,5476,8.602325267042627,3.375,-0.2755812764142093,-1.0134587778375683,-0.0011486595050469695,0,4.0,0.00014055931073782225
