cycle,type,ambient_temperature,capacity,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,temperature_mean,temperature_max,temperature_min,temperature_std,discharge_time,timestamp,SOH
74,discharge,24.0,1.8591653109160768,1.970455493406623,4.196693048697735,3.5679716274891398,0.256383090128758,1.967618505240168,0.20657115133389814,31.28571570579735,38.863045678198645,23.467259682273063,3.496093238915817,3410.688,2008-04-04 09:00:00,0.9295826554580384
78,discharge,24.0,1.8481398178778288,1.8132694309760007,4.197078923354,3.5646314038791784,0.2688392479727567,1.9678214300979182,0.20655645682563994,31.331850868998004,39.14531169811219,23.492198340361576,3.5126895678617203,3410.718,2008-04-04 12:00:00,0.9240699089389144
82,discharge,24.0,1.849201702126164,2.0483657324095637,4.196062203382386,3.568983888921194,0.2510097241436422,1.9675056354779956,0.2070579900700325,31.32285733932258,38.8380564174779,23.51112503683739,3.4937493267933273,3392.719,2008-04-04 15:00:00,0.924600851063082
86,discharge,24.0,1.8834677437950846,2.181560983985832,4.206531081984383,3.564620688944316,0.24235648397605905,1.9683447778186904,0.20521217145448947,31.608436452122476,38.95965174080089,23.527236127318186,3.51820888005486,3470.672,2008-04-04 18:00:00,0.9417338718975423
90,discharge,24.0,1.8628211117905844,2.1177799354077496,4.203187727641822,3.5694388142217837,0.23904274000018072,1.9788210991401491,0.14698688650583963,31.782101501165204,39.053875772291974,23.9542942093336,3.380302800718849,3414.109,2008-04-04 21:00:00,0.9314105558952922
94,discharge,24.0,1.852085039652352,2.1637448793153697,4.202997027311235,3.568742147335628,0.2361226467707183,1.9785908218423578,0.14711734266167353,31.515041989202878,38.699551697978606,23.73407143959736,3.363520252997762,3395.219,2008-04-05 00:00:00,0.926042519826176
98,discharge,24.0,1.8469504648208708,2.0456561472058055,4.2027504558714135,3.5642424070467817,0.2435637592164921,1.9784335668087778,0.1472609174758871,31.13866351339678,38.6052414906155,23.309807963383705,3.4075643650648044,3386.0,2008-04-05 03:00:00,0.9234752324104354
102,discharge,24.0,1.836828431169018,2.1356202266992863,4.202665067816707,3.5653038098527605,0.2380524119042055,1.9781613462371574,0.14777650141295554,31.068710515588776,38.42604747702835,23.305948209951065,3.3689280446409944,3368.187,2008-04-05 06:00:00,0.918414215584509
106,discharge,24.0,1.8371619619672275,2.042987153745025,4.20243913428064,3.565432167703823,0.24360198231062685,1.9783860225738241,0.14769064609715238,31.618244836823447,39.0468968949422,23.739006255698545,3.4394022053585354,3368.266,2008-04-05 09:00:00,0.9185809809836137
110,discharge,24.0,1.8316722583718854,1.9786162394118947,4.202794567899269,3.5622303163451425,0.24837093630083507,1.9780805998719366,0.14807220716513025,31.331528063668397,38.836764958613884,23.487622777066665,3.413453157377257,3358.719,2008-04-05 12:00:00,0.9158361291859427
114,discharge,24.0,1.8211470951317783,2.15845357648832,4.203135326288817,3.564481026852489,0.23693822731644562,1.9780988820364462,0.14843712211776988,31.132569191182142,38.49981470604549,23.2595984254445,3.426266595856784,3339.5,2008-04-05 15:00:00,0.9105735475658892
118,discharge,24.0,1.816506091511515,2.092603698932653,4.202837061508687,3.561614556780574,0.24121089374904708,1.9779784075733657,0.1485468782929041,30.972969676157927,38.582340147970775,23.021675511770262,3.4730985811134674,3331.265,2008-04-05 18:00:00,0.9082530457557575
122,discharge,24.0,1.8113815601504555,2.1528886431678034,4.202745735932991,3.5630587459190144,0.2377592209805917,1.9784370488525895,0.14869563071084269,31.1990648511682,38.787499833494046,23.189779567510282,3.4999644177634317,3321.188,2008-04-05 21:00:00,0.9056907800752277
126,discharge,24.0,1.8116056333939583,2.0537418826405966,4.203198796599359,3.5629534367704405,0.24427062964618607,1.9782902099305797,0.14888480509231408,31.722267598269813,39.31221126031847,23.746627825123486,3.489535773627038,3321.844,2008-04-06 00:00:00,0.9058028166969792
130,discharge,24.0,1.8060548955557403,2.0793300586339956,4.202901668731174,3.563446012076242,0.24292877825753523,1.978204592155878,0.148965936617679,31.900827580605675,39.40567993360536,23.98219553879158,3.453732440693354,3311.828,2008-04-06 03:00:00,0.9030274477778701
134,discharge,24.0,1.8132041826994056,2.0759793304520757,4.196154302326916,3.563998342345823,0.25327029403423074,1.9671070815271066,0.2090627886753873,31.5372402498617,39.32802757827611,23.71372956170196,3.5356532818719244,3327.391,2008-04-06 06:00:00,0.9066020913497028
136,discharge,24.0,1.8062641938283535,2.0674349483094465,4.2044772244864275,3.5604902283110547,0.24529230432510515,1.9781214643703728,0.1489594972779903,31.24662583059252,38.6112528181758,23.52099861667097,3.352701649272975,3312.078,2008-04-06 09:00:00,0.9031320969141767
140,discharge,24.0,1.7958310249900458,2.037264031192436,4.20211656315423,3.5567002097886946,0.24718150200077496,1.9780364457328714,0.1494284562122661,30.939399361884792,38.569726951286874,23.07246859020669,3.427249603700407,3293.172,2008-04-06 12:00:00,0.8979155124950229
144,discharge,24.0,1.7858852600390451,2.1632674190148338,4.202901194454151,3.5584127263446006,0.23972404685296034,1.97793896698507,0.1499746649560789,30.884857004354572,38.34572083526661,22.983640218520346,3.4451204067835475,3275.328,2008-04-06 15:00:00,0.8929426300195226
148,discharge,24.0,1.7803268604502753,2.106631526845483,4.201790697233378,3.556136820956992,0.24353239714133773,1.9780170042003,0.14992267004756327,30.920682316695828,38.482540634946716,22.969922978716898,3.482820431217398,3265.016,2008-04-06 18:00:00,0.8901634302251377
150,discharge,24.0,1.8150756899575577,2.1809272860788376,4.191916354433964,3.568999942180493,0.23779858875750914,1.9779140108313502,0.14860159467659112,33.880577817079796,41.0499421893331,26.46604285791351,3.252960553213002,3328.937,2008-04-06 21:00:00,0.9075378449787789
154,discharge,24.0,1.8157025154845838,2.1773498094527195,4.20342192245769,3.571059290544873,0.23785906798506715,1.978162017642311,0.14858283335477085,33.038339318294426,40.361944885615415,25.38232315092876,3.3468582106910603,3329.266,2008-04-07 00:00:00,0.9078512577422919
158,discharge,24.0,1.8002432178056673,2.180136101967249,4.202807443974011,3.5666921284622095,0.23760527129618003,1.9779553399945098,0.1492321114384013,32.27329169539202,39.6676965288026,24.501910100578034,3.3756627697109653,3301.579,2008-04-07 03:00:00,0.9001216089028337
162,discharge,24.0,1.7904476205609308,2.1286295199076855,4.203276539809248,3.563327431073248,0.24105488010739884,1.9779914337720734,0.14961359454639447,31.937919783481355,39.481181404811096,24.043121291612863,3.443436671543625,3283.563,2008-04-07 06:00:00,0.8952238102804654
166,discharge,24.0,1.780343032300132,2.155901281560187,4.202580870413733,3.5590146214829015,0.24277115965808288,1.972192989054421,0.18321554183214092,31.688686599521045,39.419051143069204,23.724772219746917,3.496381532348714,3275.125,2008-04-07 09:00:00,0.890171516150066
170,discharge,24.0,1.775328769596812,2.067103728219671,4.203244171517053,3.5566945836342914,0.24879599446153314,1.9723263193206682,0.18341975964719076,31.779120691032947,39.72196117128354,23.738337987235628,3.555534379207058,3265.656,2008-04-07 12:00:00,0.887664384798406
174,discharge,24.0,1.7702629734732853,2.0619831864543094,4.202697222668131,3.555013984911923,0.2513247440204203,1.9668382736785281,0.21152672057298152,32.133873372089305,40.041366724781085,24.06931067212055,3.5837263034233016,3266.093,2008-04-07 15:00:00,0.8851314867366427
178,discharge,24.0,1.760081061854204,2.143037413381466,4.202581421564202,3.5526373754067415,0.24843977298975742,1.9609304428642138,0.2366096302019096,31.889431533099835,39.66314441864834,23.857377552308677,3.5516310641707514,3257.594,2008-04-07 18:00:00,0.880040530927102
182,discharge,24.0,1.749647593537689,1.9929057988209282,4.201275185814673,3.547186025484395,0.2591347484640653,1.9607588424014128,0.23690268546827994,31.81736328028127,39.84751541049116,23.739137412822192,3.610373519382387,3248.593,2008-04-07 21:00:00,0.8748237967688445
186,discharge,24.0,1.749650075059311,2.0335961968180234,4.202508747096239,3.546814755244375,0.2566708502475146,1.9607502568135042,0.23725449124295286,31.72316205746117,39.743357771631004,23.58399487368775,3.6410744013520295,3238.766,2008-04-08 00:00:00,0.8748250375296555
190,discharge,24.0,1.745028739214683,2.0213017345171265,4.202333230196108,3.5447850172972655,0.2590391092431144,1.955106689333301,0.2595637502376604,31.957150654392294,40.07246786936068,23.708228344468015,3.721644074023953,3240.14,2008-04-08 03:00:00,0.8725143696073415
194,discharge,24.0,1.7396457455286727,2.0789964919635966,4.202490707154508,3.5465215420964156,0.25599663439330134,1.9550631626775967,0.2597754002497576,32.29917704213345,40.247716114003914,24.21598770999788,3.631661556788779,3230.109,2008-04-08 06:00:00,0.8698228727643363
198,discharge,24.0,1.7285642277717963,1.9925354808829658,4.202290557382721,3.540832547654255,0.2637981986834192,1.9491545130405272,0.27992445983861897,32.128842946565555,40.27220819224188,24.018596493562136,3.646211067036828,3229.7810000000027,2008-04-08 09:00:00,0.8642821138858982
202,discharge,24.0,1.723900324588418,2.14041602578448,4.20313824854604,3.542992511358393,0.25433595231008316,1.9485245668379871,0.2810230250199101,32.021134355757404,39.89848456781458,23.868157730931408,3.6712023779065106,3212.469,2008-04-08 12:00:00,0.861950162294209
206,discharge,24.0,1.7139788776485192,2.006753861515003,4.202703239422359,3.5360811169860216,0.2648942463001822,1.9431245838111422,0.29989514018536995,31.859048861486652,40.0571305311587,23.679272417109907,3.723390766043564,3213.219,2008-04-08 15:00:00,0.8569894388242596
210,discharge,24.0,1.7139701997004613,2.121868132176415,4.202907102508285,3.5392436935272635,0.25696742774933107,1.9430105437169318,0.3003153138279422,32.16100333536097,40.240711749549135,23.840345275714288,3.792421226705538,3203.578,2008-04-08 18:00:00,0.8569850998502306
214,discharge,24.0,1.7036521173638766,2.0119648758828452,4.201457080806326,3.5348237062932575,0.2662038409344857,1.9425236436352382,0.3009740923792116,32.10276048728767,40.12941739090177,24.239122695185117,3.6038326573225334,3195.125,2008-04-08 21:00:00,0.8518260586819383
216,discharge,24.0,1.7040137474382486,2.0744390946376323,4.204304103661928,3.5366477402090606,0.2616558182168718,1.9370251789871722,0.3186080584168873,32.33880662180898,40.3959693732437,24.100749099673767,3.7734678513608726,3195.3129999999946,2008-04-09 00:00:00,0.8520068737191243
220,discharge,24.0,1.6935716157343033,2.188793384556236,4.20220228055958,3.5352062840980913,0.25544791069144723,1.9310353224698769,0.33583111935932713,32.21373014824893,40.18751058333668,23.89454515016851,3.806474467128874,3186.297,2008-04-09 03:00:00,0.8467858078671516
224,discharge,24.0,1.6876577363877656,2.1739523632140685,4.202001482736379,3.5329852237553396,0.25706788640824413,1.9304738354803441,0.33610450717728846,32.09949526722965,40.14605167557969,23.747372758256024,3.8368014709408094,3176.438,2008-04-09 06:00:00,0.8438288681938828
228,discharge,24.0,1.6830744356583152,2.1783847786257136,4.202600613133091,3.532158560934324,0.25743321846075945,1.9305724132185291,0.3367955832619307,32.11305439113157,40.18846095484838,23.732576134274755,3.8534531796730453,3167.593,2008-04-09 09:00:00,0.8415372178291576
232,discharge,24.0,1.6779270142025482,2.191481814157953,4.202328519159183,3.5308376380023527,0.25735132818647616,1.9247227974831074,0.3526649608118804,32.20371989479744,40.2789498830108,23.784085634385107,3.8766566501795,3167.719,2008-04-09 12:00:00,0.8389635071012741
236,discharge,24.0,1.6732060275966172,2.1753473356526807,4.202855889678493,3.5296958440720005,0.25903317835716594,1.9246004507121866,0.35306848458191703,32.23340825772458,40.310727434969614,23.83125634938924,3.8809728822466507,3159.077999999994,2008-04-09 15:00:00,0.8366030137983086
240,discharge,24.0,1.6674367208253988,2.1832922624558813,4.202212609390717,3.5281819372126093,0.2590267647030847,1.9243788765495635,0.353697587121458,32.212169716369466,40.31733812871393,23.780373043169558,3.897110967912235,3148.829,2008-04-09 18:00:00,0.8337183604126994
244,discharge,24.0,1.6622662630667526,2.192864020990023,4.202335745153063,3.5265730179666974,0.25895117983184,1.9184028799161776,0.36885103516009277,32.21746401954225,40.332563430145015,23.770282871894263,3.918876824662239,3149.094,2008-04-09 21:00:00,0.8311331315333763
248,discharge,24.0,1.6574243065763063,2.1560972126643922,4.201997273379946,3.5245022548553444,0.26179245053019967,1.9181664471622712,0.36930143578125346,32.23410177209762,40.431258866851486,23.76194654931583,3.9425202907421366,3140.547,2008-04-10 00:00:00,0.8287121532881532
252,discharge,24.0,1.652538684928734,2.138540138129487,4.201599523927098,3.5228548406546385,0.26334902608175864,1.9180994998619483,0.36972121910128913,32.228343983674435,40.46247985933005,23.751263650793735,3.9516136358563108,3131.625,2008-04-10 03:00:00,0.826269342464367
256,discharge,24.0,1.6472174627573322,2.1646493163558524,4.20196227209543,3.5222829121237855,0.2622165090473685,1.9179587244853675,0.3704409853164542,32.1833106060944,40.40103455658551,23.692389087728426,3.954583146041962,3121.907,2008-04-10 06:00:00,0.8236087313786661
260,discharge,24.0,1.6364136810898071,2.1187211383693167,4.202045571197949,3.5189923820688493,0.26579878809823443,1.9116787215527213,0.38501324372590207,32.17200142078129,40.4426971996319,23.642375027314003,3.989270609895539,3122.125,2008-04-10 09:00:00,0.8182068405449036
264,discharge,24.0,1.6362554312048496,2.1377868706438155,4.204697039833386,3.5177844279570794,0.26600215117219994,1.9116021818524709,0.3850783041628466,32.03316223587618,40.26214977673693,23.617774403005388,3.9283211145844676,3121.672,2008-04-10 12:00:00,0.8181277156024248
266,discharge,24.0,1.641119179218384,2.103155697792567,4.203964293328523,3.5212226057273495,0.267463244027458,1.917648718820213,0.37032820729133353,32.506671891788216,40.645668361956844,24.167910537487234,3.863021171137795,3120.86,2008-04-10 15:00:00,0.820559589609192
270,discharge,24.0,1.6315700789656966,2.186737546753024,4.201985395805308,3.5172227884430147,0.26251805234594217,1.9111402386391976,0.3859863634088458,31.961039485620926,39.95209030011925,23.553024490779926,3.9075613618643468,3103.828,2008-04-10 18:00:00,0.8157850394828483
274,discharge,24.0,1.621213282987236,2.1007747911593695,4.20178017149305,3.5125010864221813,0.26841940308331047,1.9108682624772713,0.3864575673331354,31.798082670491866,40.165034583244065,23.15836420422582,4.039383392805075,3095.094,2008-04-10 21:00:00,0.810606641493618
278,discharge,24.0,1.6164273214762122,2.1417010068719846,4.202220537976551,3.5129614635074673,0.26549914451346457,1.9049809251600105,0.4005172724970495,31.95802833708937,40.36674175781141,23.26175935743409,4.100074784183007,3095.781,2008-04-11 00:00:00,0.8082136607381061
282,discharge,24.0,1.615823510161921,2.0912297625621297,4.2013887453306085,3.5125204100391962,0.26924432437899815,1.9051115160683214,0.4005777576368912,32.41813169746276,40.88269125311642,23.705879583857502,4.104813634275824,3094.328,2008-04-11 03:00:00,0.8079117550809605
286,discharge,24.0,1.61672418029789,2.1663009505205935,4.201620573144587,3.5151454557578807,0.264592914024469,1.9049221617708285,0.40110938112637234,32.64044972789331,40.856332202254556,24.063147568932987,4.035276418212726,3086.531,2008-04-11 06:00:00,0.808362090148945
290,discharge,24.0,1.6108655863730026,2.1843637809529235,4.201668680267049,3.513443179473182,0.26388369352167246,1.8987673918259145,0.4145639691317064,32.56399373078006,40.778024611598504,23.95500402082536,4.0489676097337375,3085.625,2008-04-11 09:00:00,0.8054327931865013
294,discharge,24.0,1.6006603374309376,2.113995772639173,4.202567159315787,3.5097089402574535,0.26957573994134193,1.904361661364581,0.4023836860850073,32.28305350922276,40.5829305350897,23.712966469853818,4.030966130077138,3067.203,2008-04-11 12:00:00,0.8003301687154688
298,discharge,24.0,1.5959174487005663,2.0287779476202195,4.201472345711643,3.5042771471756997,0.27593869419229977,1.9042167406508488,0.4031010093914232,32.06065237439007,40.6345689985191,23.380469376342713,4.1025915192805655,3058.157,2008-04-11 15:00:00,0.7979587243502831
302,discharge,24.0,1.5962179519462243,2.1948906641943635,4.201332830124454,3.509207943122176,0.26403401116573244,1.8982712229514884,0.41633846419839154,32.365261126964526,40.75070125010339,23.582488319458513,4.154090104643841,3058.812,2008-04-11 18:00:00,0.7981089759731121
306,discharge,24.0,1.5958065114633972,2.1621122251410005,4.201522880341636,3.5095064920492853,0.26651020354295685,1.8978120665431735,0.4164923578079049,32.68851871366292,41.0672419235651,23.982069185971252,4.12963931213872,3058.578,2008-04-11 21:00:00,0.7979032557316986
310,discharge,24.0,1.5906507821480704,2.0092802451741245,4.201386492450036,3.505203266169396,0.27780037236330035,1.9036894961898951,0.40372631842414586,32.747733642524246,41.40590880756584,24.051439279589804,4.151667084862949,3049.328,2008-04-12 00:00:00,0.7953253910740352
313,discharge,24.0,1.6888211161855506,2.144268362237989,4.2333254357000865,3.5281182345919753,0.27416305799250557,1.9369986986497965,0.31958358926764696,32.50500516961017,41.01558674901627,23.850620264439623,3.999264397606396,3177.219,2008-04-12 03:00:00,0.8444105580927753
316,discharge,24.0,1.6259938279733204,2.0962813773920193,4.203917718634026,3.519590928396835,0.27054736304342386,1.9233419037458164,0.35732712227323765,32.91993878980996,41.31851435911838,24.43569034018692,3.9779476648867633,3082.937,2008-04-12 06:00:00,0.8129969139866602
320,discharge,24.0,1.6157433862812898,2.0376560852489356,4.202046403451837,3.5146260368096875,0.27485823359870815,1.9169003551303383,0.37299749235952684,32.948305858317944,41.4002950560853,24.481210786362457,4.0004148447474615,3074.266,2008-04-12 09:00:00,0.8078716931406449
324,discharge,24.0,1.6056626764846538,2.050265845971926,4.201592874087554,3.5115494818370454,0.2738568804220646,1.9104739991515625,0.38840976951005973,32.76906651915661,41.2508092329952,24.228447169823482,4.043926015268153,3066.0,2008-04-12 12:00:00,0.8028313382423269
328,discharge,24.0,1.5949746921524348,2.1421639870693685,4.201214370586727,3.510769869032659,0.26772380868625756,1.904277326283454,0.40296100009297364,32.59734424608833,40.95362783962595,24.003142454503458,4.061553116289224,3056.437,2008-04-12 15:00:00,0.7974873460762174
332,discharge,24.0,1.5904102438871945,2.093098662464846,4.201660608337926,3.50804494279531,0.2714351723858833,1.9040060475398195,0.40347471459758105,32.52349894408369,40.989022190981714,23.879196296054904,4.1006818446076005,3048.219,2008-04-12 18:00:00,0.7952051219435973
336,discharge,24.0,1.5853517062988178,2.109503853325003,4.201750207865124,3.507748080950393,0.27050869918323595,1.903682025344975,0.40435867681465476,32.578228834731775,41.02622774121347,23.935993772910926,4.111733496864432,3039.218,2008-04-12 21:00:00,0.7926758531494089
340,discharge,24.0,1.5799737147242376,2.1295447836320704,4.201226117420626,3.5066673521067266,0.2692433210994772,1.8977184161709566,0.41774616488674415,32.62728298499839,41.01371342582121,23.980765847990668,4.116933403314129,3039.047,2008-04-13 00:00:00,0.7899868573621188
344,discharge,24.0,1.5752185465278068,2.138556110583413,4.201796973837129,3.5061843921745397,0.2691227468747876,1.89734180804451,0.41823604974731454,32.652115712561326,41.04923314430273,23.999220368885872,4.118310158305885,3030.375,2008-04-13 03:00:00,0.7876092732639034
348,discharge,24.0,1.569798484648868,2.1437793669909317,4.201200470517945,3.5051004339266254,0.26893892592128943,1.8970244466316413,0.4188464005659871,32.64767456395258,41.05277512550887,23.973654052530293,4.135322062548897,3021.0,2008-04-13 06:00:00,0.784899242324434
352,discharge,24.0,1.5702565375950357,2.199196544880164,4.201289094579205,3.5054479186890566,0.26547378393904136,1.890944242298161,0.4318752742370957,32.6993879231031,41.02092182377061,24.01135599553165,4.1434355534635925,3021.75,2008-04-13 09:00:00,0.7851282687975178
356,discharge,24.0,1.565249873909438,2.0252901014990434,4.201033482375415,3.500074246846,0.2780974884933766,1.8968789299198896,0.4193757586765284,32.724576765133094,41.34840278359994,24.011740056772418,4.183372291476193,3012.265,2008-04-13 12:00:00,0.782624936954719
360,discharge,24.0,1.559633933561147,2.0874226328484515,4.201482697501314,3.5011647157526498,0.2734435466054509,1.8964776036151527,0.41987506069301295,32.70434030242972,41.23753665797544,23.99347983811607,4.172822950886433,3002.641,2008-04-13 15:00:00,0.7798169667805736
364,discharge,24.0,1.5649820533392105,2.0863200514042264,4.196165946742788,3.500407285435189,0.2727539732933852,1.8967990962803922,0.41968280080139775,32.74051962267582,41.21700308433066,24.069019867711653,4.141460947088176,3012.0,2008-04-13 18:00:00,0.7824910266696052
367,discharge,24.0,1.57497949984227,2.0588247910323827,4.205246397279064,3.507816455272743,0.2757283357353109,1.903150343237685,0.4052945132199409,33.38712825139849,41.89753189273277,24.773284683784794,4.106168727289112,3020.11,2008-04-13 21:00:00,0.787489749921135
371,discharge,24.0,1.5652811168780458,2.007722684403967,4.201509838937999,3.5025243992110107,0.27939830506505453,1.9028709165135844,0.40660201692694903,33.270627344923426,41.90270996402953,24.60432088403771,4.15734860812137,3002.172000000006,2008-04-14 00:00:00,0.7826405584390229
375,discharge,24.0,1.559755497470126,2.190682586389996,4.201909525379603,3.505155823274424,0.26716096018418656,1.896329660235778,0.42073904575858384,33.115074143665915,41.48233804274523,24.423639542020226,4.145666540073196,2992.703,2008-04-14 03:00:00,0.779877748735063
