cycle,type,ambient_temperature,capacity,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,temperature_mean,temperature_max,temperature_min,temperature_std,discharge_time,timestamp,SOH
110,discharge,24.0,1.7884432335370462,2.6979426084271156,4.1991847248803165,3.559061771422033,0.2174117074890921,1.9170640150939449,0.42729035615010547,31.649024294808623,38.0745950590744,23.755161868961988,3.429628733786301,3358.719,2008-04-05 12:00:00,0.8942216167685231
114,discharge,24.0,1.7829230484252723,2.6617272246516333,4.200012480335,3.557015527748059,0.2202112122344345,1.922067492364195,0.4161258984825695,31.48874626238971,38.07252758016199,23.51454265913581,3.4678195183884166,3339.5,2008-04-05 15:00:00,0.8914615242126361
118,discharge,24.0,1.7730337158018288,2.699288287625812,4.1992373656547874,3.5562481933590964,0.21711532049783672,1.9162697587781747,0.42893766203569794,31.329995610092634,37.80133585100446,23.27146353182613,3.5094402484809746,3331.265,2008-04-05 18:00:00,0.8865168579009144
122,discharge,24.0,1.773037755078937,2.6127932408838532,4.1993957811187075,3.5532756526091784,0.2242097776623701,1.922122706502154,0.4172895950868297,31.569551201845574,38.39873985476869,23.439367870877128,3.562748483599031,3321.188,2008-04-05 21:00:00,0.8865188775394685
126,discharge,24.0,1.7678721106662054,2.6637064901468075,4.1995786980260705,3.556266431640255,0.22065598640894563,1.9162735319343263,0.42954821430451323,32.111426258867944,38.74929237918251,24.020578317587123,3.542509758652166,3321.844,2008-04-06 00:00:00,0.8839360553331027
130,discharge,24.0,1.7623150704093087,2.6668454289754746,4.199546957512695,3.5563095420140822,0.22086472080479183,1.9159257340976645,0.4301866281036963,32.271676011112376,38.87275464755104,24.256086319320033,3.505491291733021,3311.828,2008-04-06 03:00:00,0.8811575352046543
134,discharge,24.0,1.7676172924938447,2.684431051981017,4.194091469340824,3.558950851054106,0.2248771520046519,1.9114464682592052,0.43944109419390154,31.842291659678658,38.503541429116005,23.99270220171187,3.5341086843673057,3327.391,2008-04-06 06:00:00,0.8838086462469223
136,discharge,24.0,1.762668359743147,2.645224362345869,4.200715235801255,3.5534418211598053,0.22263448201480376,1.915844717074932,0.4299853699579859,31.759815453754253,38.27009094548294,23.826487051861594,3.4611972406700215,3312.078,2008-04-06 09:00:00,0.8813341798715735
140,discharge,24.0,1.7517304870664143,2.6603527244917,4.1990980807180325,3.5510121537420285,0.22130511019697496,1.9151339148316244,0.4310379045239763,31.41911167391793,38.11684755251712,23.348558306380394,3.5319955005201416,3293.172,2008-04-06 12:00:00,0.8758652435332072
144,discharge,24.0,1.7418496047960008,2.6926849789916263,4.199398534411534,3.551317608213948,0.21900720749034402,1.9148572716406749,0.43231390245118795,31.331626572312267,38.04152715355532,23.236214188565974,3.538620015044167,3275.328,2008-04-06 15:00:00,0.8709248023980004
148,discharge,24.0,1.7360913511847138,2.670544734728978,4.199122915612965,3.549003180550162,0.22112880899864104,1.9144233171408105,0.4327839754033059,31.35934131425137,38.17980302242767,23.214801785728056,3.580882360514829,3265.016,2008-04-06 18:00:00,0.8680456755923569
150,discharge,24.0,1.7936240148573608,2.605158060541757,4.190409478081396,3.5597648340955175,0.22690811654164278,1.9389033648133622,0.3772637665356265,34.31088483888259,40.71218198711114,26.647373946169793,3.3312911329320847,3328.937,2008-04-06 21:00:00,0.8968120074286804
154,discharge,24.0,1.7831890223273275,2.672012007453096,4.199933846791869,3.5623454342368555,0.22196151611679193,1.9275345758657751,0.40406682162522617,33.43585640373788,39.885261233152924,25.69911743242072,3.3758093419223836,3329.266,2008-04-07 00:00:00,0.8915945111636637
158,discharge,24.0,1.7673642076278957,2.674271233724938,4.199365021329158,3.558336657621618,0.22116302424041023,1.9267295232904682,0.4055885131371584,32.66698125020078,39.18287352945846,24.833281081823134,3.410710826213734,3301.579,2008-04-07 03:00:00,0.8836821038139479
162,discharge,24.0,1.7570177850353066,2.6309416727017187,4.19902365945384,3.554013138622869,0.22441709628144815,1.926172441865584,0.4068434847542995,32.28423408691397,38.951564804030774,24.361616832363048,3.477296802755773,3283.563,2008-04-07 06:00:00,0.8785088925176533
166,discharge,24.0,1.7468706179837907,2.6629725743154204,4.199432142144215,3.552376095886298,0.22204569380260106,1.9202943078313002,0.42017980834668417,32.00739178780946,38.607510759873634,24.019157444608588,3.5114636089072517,3275.125,2008-04-07 09:00:00,0.8734353089918954
170,discharge,24.0,1.7417172507457144,2.612942119873717,4.199640922827531,3.549618661283733,0.22622259329090488,1.9201149196706926,0.4206076443839264,32.06387071886056,38.920359903369054,24.006646494284762,3.565622841015737,3265.656,2008-04-07 12:00:00,0.8708586253728572
174,discharge,24.0,1.7364225056478186,2.6157198442661476,4.199305653118061,3.54938103086703,0.22644463175198204,1.9144411095695255,0.43285900358177537,32.43754560319043,39.23273115358871,24.328038456694348,3.6022709283889247,3266.093,2008-04-07 15:00:00,0.8682112528239093
178,discharge,24.0,1.7263217239235826,2.6287695472774453,4.198949734540481,3.5472118680418956,0.2256048866862126,1.908381358995133,0.44542459211819263,32.16809876635083,38.964927068400804,24.121591093765634,3.563053000695821,3257.594,2008-04-07 18:00:00,0.8631608619617913
182,discharge,24.0,1.7158065389330133,2.6655106679421823,4.19834220599025,3.5467052098640246,0.22260946236691775,1.9022223526493423,0.4575237574010793,32.05752645824972,38.83927283461771,23.971565610462942,3.580382906894387,3248.593,2008-04-07 21:00:00,0.8579032694665066
186,discharge,24.0,1.710533351135192,2.650495153350403,4.198995776266302,3.544629653883431,0.22441087883425337,1.902069533708128,0.45824944020161834,31.975920928072714,38.82796377704433,23.83541998401671,3.6137129639045322,3238.766,2008-04-08 00:00:00,0.855266675567596
190,discharge,24.0,1.706014499648521,2.643236235233877,4.19916986492694,3.5436291614253204,0.2251626394650501,1.8965332154034205,0.4695119039783484,32.21689335291319,39.14007944734004,23.956923878018035,3.6809207416656733,3240.14,2008-04-08 03:00:00,0.8530072498242605
194,discharge,24.0,1.7003110272642588,2.656450207001938,4.199246833083063,3.5444946147995258,0.2250288003365719,1.8959927229678666,0.4700220134159711,32.55632993697177,39.349611598028886,24.465118009505925,3.5876341260521625,3230.109,2008-04-08 06:00:00,0.8501555136321294
198,discharge,24.0,1.6945798601797895,2.626177688152069,4.1992551886401595,3.5409201846556857,0.22759267954042178,1.8900332987976025,0.4809252461296192,32.40048085325998,39.29444535878087,24.267851748683743,3.6261445424786727,3229.7810000000027,2008-04-08 09:00:00,0.8472899300898947
202,discharge,24.0,1.6849029086609286,2.6582230344240045,4.199610827671791,3.541195668799061,0.2253901682415922,1.8893934935378442,0.48225312231239975,32.29371860868794,39.10487658009542,24.14386556947967,3.637499367495382,3212.469,2008-04-08 12:00:00,0.8424514543304643
206,discharge,24.0,1.6744741591159717,2.695100237338448,4.1994453812630566,3.540671044783382,0.22200337643732754,1.877705395568618,0.5029620620589579,32.136071448067796,39.0462609369598,23.934085583884677,3.654819125074113,3213.219,2008-04-08 15:00:00,0.8372370795579859
210,discharge,24.0,1.6745692479879102,2.639091813583503,4.198991968341307,3.5376048790268775,0.22747021165023182,1.8831949982887424,0.4936099038550067,32.38268549723498,39.398032192832,24.080595341823642,3.738665594798859,3203.578,2008-04-08 18:00:00,0.8372846239939551
214,discharge,24.0,1.663716375981405,2.6857210282450983,4.197785116892181,3.538422485261741,0.22445639503179138,1.8764452364443795,0.5045046007331752,32.30899951427637,39.10678394120843,24.428816535813286,3.573601688124995,3195.125,2008-04-08 21:00:00,0.8318581879907025
216,discharge,24.0,1.659013868748246,2.69017866510873,4.201331130571617,3.53928626988912,0.2237217691429451,1.870973160299051,0.5143997774045596,32.56636929496716,39.44448954135193,24.3288116844709,3.6987146279019267,3195.3129999999946,2008-04-09 00:00:00,0.829506934374123
220,discharge,24.0,1.6538540573335014,2.639895313359579,4.199339974904826,3.533690170241391,0.2284155018484487,1.8705690143479228,0.5149956757914231,32.46542951751835,39.509602016775695,24.124885387020978,3.763161934375441,3186.297,2008-04-09 03:00:00,0.8269270286667507
224,discharge,24.0,1.642653782130131,2.68991452927918,4.198916244859707,3.534367734544495,0.22401128563800174,1.8640262698477292,0.5255367036226928,32.347056454418095,39.334865362245324,23.980294072799666,3.7686387838768005,3176.438,2008-04-09 06:00:00,0.8213268910650655
228,discharge,24.0,1.6378578430223698,2.65935818848874,4.198537488587242,3.5312941932103548,0.22709204592021853,1.8637043892758263,0.5263075365065475,32.371538940646154,39.43723270017243,23.969183667109306,3.798378346405976,3167.593,2008-04-09 09:00:00,0.8189289215111849
232,discharge,24.0,1.6327350407099108,2.6657030585650423,4.198943932259475,3.5309134771684274,0.22674511548841458,1.857873177974908,0.5360241740397207,32.45549347979197,39.51375235624076,24.037074564457942,3.806767841094206,3167.719,2008-04-09 12:00:00,0.8163675203549554
236,discharge,24.0,1.6277528915533617,2.642986759012803,4.199579806494986,3.5287226893409893,0.22927035359609077,1.8572543412119842,0.5366022681919891,32.50017194695606,39.60170302810528,24.074008046047823,3.822022211269683,3159.077999999994,2008-04-09 15:00:00,0.8138764457766808
240,discharge,24.0,1.622125485521159,2.6311169118893036,4.198782234828033,3.52625493581969,0.23073247098074154,1.8568772359904624,0.5375143566828329,32.50100298369444,39.687463597582074,24.043536678896338,3.84957926477219,3148.829,2008-04-09 18:00:00,0.8110627427605795
244,discharge,24.0,1.6113256603765849,2.696157404617167,4.19910517813207,3.528684324337005,0.2247705585097621,1.8449420023406096,0.5559145972091805,32.4728927422438,39.53535075538898,24.007622451152475,3.8316458393751693,3149.094,2008-04-09 21:00:00,0.8056628301882924
248,discharge,24.0,1.6065631397488385,2.6667596238241567,4.198510853141954,3.525556939424901,0.22779895158764976,1.8444613866204569,0.5567175936954798,32.50480154634882,39.6502371632164,23.99346277596251,3.8641045055376444,3140.547,2008-04-10 00:00:00,0.8032815698744192
252,discharge,24.0,1.6015142233917594,2.6403185448373043,4.198732430468704,3.5226805646793737,0.23050584047552053,1.8439309256979097,0.557421835420678,32.51218336210202,39.69929058154853,23.977316018708777,3.885789404543481,3131.625,2008-04-10 03:00:00,0.8007571116958797
256,discharge,24.0,1.590369231400328,2.69892986372897,4.198799630396931,3.524673458789008,0.22554614793423197,1.8371650795865604,0.5670761474198778,32.45692821941515,39.56076309770468,23.92726467831658,3.8707779902612707,3121.907,2008-04-10 06:00:00,0.795184615700164
260,discharge,24.0,1.5857889968242211,2.6682466504352993,4.198753541225669,3.5213155754526824,0.22838261270267754,1.8316434831262063,0.5758422473114834,32.447059186431154,39.63708096307912,23.878754027011194,3.902676905350374,3122.125,2008-04-10 09:00:00,0.7928944984121106
264,discharge,24.0,1.5849430707374117,2.6479207279724903,4.200309982421394,3.51803386486462,0.23117872316851204,1.8311750591767433,0.5758733468618624,32.32889654966259,39.43977047692484,23.90454749592773,3.8494187253951466,3121.672,2008-04-10 12:00:00,0.7924715353687058
266,discharge,24.0,1.5955263892495937,2.6741633856529066,4.201124089732316,3.5236841955396794,0.22917796003491905,1.8433261115953903,0.5581982237984048,32.84488475360107,39.839022256254516,24.472949639670766,3.7930289092436635,3120.86,2008-04-10 15:00:00,0.7977631946247968
270,discharge,24.0,1.5747301747801037,2.6892528956736257,4.198150316653697,3.519146638240668,0.22719970590454205,1.8298408761937657,0.577259511293026,32.31731555011648,39.41794949618613,23.81400684876703,3.864121159323799,3103.828,2008-04-10 18:00:00,0.7873650873900518
274,discharge,24.0,1.5649019950937946,2.688809122993162,4.198524048997099,3.516233648608237,0.2273324183483178,1.823708460193854,0.5868747718090098,32.06376130177751,39.262781682151214,23.405971076202263,3.943799041030261,3095.094,2008-04-10 21:00:00,0.7824509975468973
278,discharge,24.0,1.5597659473370362,2.6743555987897745,4.198840869468569,3.514773138461639,0.22847210016062755,1.8177240286719039,0.5952075610841622,32.21997626855924,39.47237839941986,23.504268200620626,3.9798848350523506,3095.781,2008-04-11 00:00:00,0.7798829736685181
282,discharge,24.0,1.5594815668184234,2.6430294964336345,4.198119631667182,3.5132992979150073,0.2314217062849809,1.8179607964048694,0.5952405875017754,32.7120225448885,40.037541469513684,23.986241979219916,3.9976006239496304,3094.328,2008-04-11 03:00:00,0.7797407834092117
286,discharge,24.0,1.55468935359061,2.6584858447131823,4.198320288264955,3.514484830704665,0.23060759962593796,1.8172828219040265,0.5961269317003768,32.945022147355694,40.142730162011574,24.332016492731967,3.9422119635924115,3086.531,2008-04-11 06:00:00,0.777344676795305
290,discharge,24.0,1.5488741079890418,2.629782173759164,4.1980467610750285,3.5109677353595243,0.2329526759800367,1.8110596769358045,0.6042377451924877,32.857549597381336,40.1165626728546,24.210935532035016,3.9688503842638565,3085.625,2008-04-11 09:00:00,0.7744370539945209
294,discharge,24.0,1.538236598942558,2.6622967647315545,4.199047008209673,3.5109358749578012,0.2307329830817022,1.809523960162879,0.605972691577863,32.629663328789654,39.87503330866132,24.000424305912805,3.951047957236267,3067.203,2008-04-11 12:00:00,0.769118299471279
298,discharge,24.0,1.527914258251028,2.682380966742509,4.197669918520713,3.509393098217416,0.2288570136594319,1.8026791040807892,0.6147018605615803,32.379859014262976,39.61961987024145,23.66809609847637,3.988147604013235,3058.157,2008-04-11 15:00:00,0.763957129125514
302,discharge,24.0,1.5285252629756445,2.6401894768922713,4.197600624105256,3.5066782411556563,0.2324429087783303,1.8032065293561197,0.6147768190719081,32.68215852457039,40.067324667444815,23.845674209557426,4.061372918664878,3058.812,2008-04-11 18:00:00,0.7642626314878223
306,discharge,24.0,1.522647325284378,2.693769409137257,4.197985718630326,3.5109885623008092,0.2279824823099926,1.7966214118109363,0.6225281437334834,32.99387423636739,40.24716716520102,24.23969113753901,4.008265788698764,3058.578,2008-04-11 21:00:00,0.761323662642189
310,discharge,24.0,1.5174859938489869,2.695787450704935,4.198164128530042,3.510305462695178,0.2281087434098021,1.7960332728517656,0.6233048468787379,33.04539707211165,40.30253125568348,24.30453859448875,4.01550117256657,3049.328,2008-04-12 00:00:00,0.7587429969244934
313,discharge,24.0,1.605818899130659,2.6920548172137724,4.222920057935785,3.5222215314850214,0.23455024881444192,1.822944713643187,0.5880606956486941,32.856295641052824,40.09418103142496,24.112523495131093,3.9810906805855084,3177.219,2008-04-12 03:00:00,0.8029094495653295
316,discharge,24.0,1.5638491446744425,2.629071246219689,4.200423045909808,3.5163492154331264,0.2342514069587575,1.8294710216423313,0.5790386830763732,33.33950238056361,40.52238496316615,24.719311536144843,3.9283338338688516,3082.937,2008-04-12 06:00:00,0.7819245723372212
320,discharge,24.0,1.5480915247767786,2.631343871050918,4.198372063670128,3.5134397623234963,0.23338016528628605,1.8163541106104555,0.5967165768532282,33.35156485472646,40.56886357314186,24.73538913848975,3.951653441190732,3074.266,2008-04-12 09:00:00,0.7740457623883893
324,discharge,24.0,1.5323755631868592,2.6983970036642315,4.198353213898968,3.515137522009075,0.22724285807568523,1.8034084947236912,0.6138243789661205,33.147486361012966,40.27804845768325,24.494140877553082,3.9517570424024644,3066.0,2008-04-12 12:00:00,0.7661877815934296
328,discharge,24.0,1.5269528268489705,2.6338485871981514,4.197873789078739,3.50830390643132,0.2331667808997218,1.8027403040636887,0.6146945270651876,33.007275861749356,40.2921849196155,24.254986942423244,4.008284181289492,3056.437,2008-04-12 15:00:00,0.7634764134244852
332,discharge,24.0,1.5169573017136326,2.671566207861818,4.197955644238241,3.509190808443004,0.22983512055913674,1.7959087273263283,0.6233018675049735,32.91990812745461,40.184384347174266,24.1488106351578,4.0190435754293565,3048.219,2008-04-12 18:00:00,0.7584786508568163
336,discharge,24.0,1.5118975960142693,2.6540810507928123,4.197918434710392,3.5068097579555353,0.23170359937392337,1.795435245909757,0.624318776563091,32.99903328622305,40.320066232195046,24.205952380559673,4.044741656549233,3039.218,2008-04-12 21:00:00,0.7559487980071347
340,discharge,24.0,1.5065638960681105,2.656849703962618,4.197739340034368,3.50609090727422,0.23141529776276365,1.7893867442508242,0.6320325499876801,33.03772281691292,40.336505612651585,24.228213693022468,4.042950285126565,3039.047,2008-04-13 00:00:00,0.7532819480340552
344,discharge,24.0,1.5015453526671363,2.6363048614501152,4.19785490446139,3.5037157727265953,0.23345025331554517,1.7884515415769178,0.6328913986760089,33.07740307192613,40.43267631588412,24.25745983903501,4.058632380945664,3030.375,2008-04-13 03:00:00,0.7507726763335681
348,discharge,24.0,1.4908444050400238,2.69951692300468,4.197306756122815,3.5067479961367156,0.22782166398290293,1.7816042586946859,0.6414356710358949,33.05467981523988,40.314538591575015,24.228985806758885,4.045827846714321,3021.0,2008-04-13 06:00:00,0.7454222025200119
352,discharge,24.0,1.485868384561201,2.698216006032282,4.197528212001444,3.5058813026542324,0.22798452244418208,1.7753188621341638,0.6486068932660061,33.11570360624461,40.386661855917744,24.27409668200787,4.056672478286734,3021.75,2008-04-13 09:00:00,0.7429341922806005
356,discharge,24.0,1.480413677976106,2.6911707598773864,4.19743662221161,3.504168333530808,0.22887754440273086,1.774316365086602,0.6498057454815246,33.12942148982364,40.43384612547835,24.26045465629052,4.070998143447877,3012.265,2008-04-13 12:00:00,0.740206838988053
360,discharge,24.0,1.4752095869031632,2.690162319231471,4.197717228550219,3.5030568931470634,0.22926505227297364,1.7739323101229758,0.6507355272479427,33.130681310493344,40.44479269068758,24.246954155128837,4.079963844026956,3002.641,2008-04-13 15:00:00,0.7376047934515816
364,discharge,24.0,1.4859035988304024,2.6355034454892072,4.192454851360723,3.4982324882487936,0.23319573629206394,1.7809908306486102,0.6422230325919555,33.20069210329718,40.58499656066617,24.337824191545764,4.0996268557124855,3012.0,2008-04-13 18:00:00,0.7429517994152012
367,discharge,24.0,1.4960918298136696,2.6594753656507684,4.202845001527377,3.5065859365661325,0.2327793636251861,1.7879638259714314,0.633757279790088,33.78697527817091,40.99869158762305,25.05068794027295,4.00137718412186,3020.11,2008-04-13 21:00:00,0.7480459149068348
371,discharge,24.0,1.4808005946928984,2.644554999824577,4.197952808231904,3.501457140697961,0.2335250205477887,1.780299388544082,0.6432393686749752,33.673365085761986,40.997807625227495,24.845214918132577,4.065518600867025,3002.172000000006,2008-04-14 00:00:00,0.7404002973464492
375,discharge,24.0,1.4697543268466824,2.6719601666204564,4.198017952345714,3.501658387162809,0.23109365437747822,1.7731170790561723,0.6514705765655358,33.535818118317145,40.84213757482493,24.68293151974539,4.071805413255272,2992.703,2008-04-14 03:00:00,0.7348771634233412
